title,author,genres,available
العصبي,أحمد جمال الدين رمضان,Short Stories,True
"A Child Called ""It""",Dave Pelzer (Goodreads Author),Nonfiction,True
Stargirl,Jerry Spinelli,Young Adult,True
Tao Te Ching,"Lao Tzu, Gia-Fu Feng (Translation), Jane English (Translation), Toinette Lippe (Goodreads Author) (Translation), Jacob Needleman (Translation)",Philosophy,True
Dear John,Nicholas Sparks (Goodreads Author),Romance,True
Midnight's Children,Salman Rushdie,Fiction,True
Obsidian,Jennifer L. Armentrout (Goodreads Author),Young Adult,True
'Salem's Lot,Stephen King (Goodreads Author),Horror,True
The Martian Chronicles,Ray Bradbury,Science Fiction,True
Crescendo,Becca Fitzpatrick (Goodreads Author),Young Adult,True
The English Patient,Michael Ondaatje,Fiction,True
East of Eden,John Steinbeck,Classics,True
Cloud Atlas,David Mitchell,Fiction,True
Zen and the Art of Motorcycle Maintenance: An Inquiry Into Values,Robert M. Pirsig,Philosophy,True
The Martian,Andy Weir (Goodreads Author),Science Fiction,True
The Firm,"John Grisham (Goodreads Author), Robin Waterfield (Adapter)",Fiction,True
The Last Song,Nicholas Sparks (Goodreads Author),Romance,True
My Ántonia,Willa Cather,Classics,True
Shatter Me,Tahereh Mafi,Young Adult,True
The Amber Spyglass,Philip Pullman,Fantasy,True
Doctor Zhivago,"Boris Pasternak, John Bayley (Introduction), Max Hayward (Translator), Manya Harari (Translator)",Classics,True
The Hunchback of Notre-Dame,"Victor Hugo, Walter J. Cobb (Translator)",Classics,True
Robinson Crusoe,"Daniel Defoe, Virginia Woolf (Introduction)",Classics,True
Inferno,"Dante Alighieri, Anthony M. Esolen (Translator)",Classics,True
Like Water for Chocolate,"Laura Esquivel, Thomas Christensen (Goodreads Author) (Translator), Carol Christensen (Translator)",Fiction,True
Breakfast at Tiffany's and Three Stories,Truman Capote,Classics,True
Room,Emma Donoghue (Goodreads Author),Fiction,True
Dragonfly in Amber,Diana Gabaldon (Goodreads Author),Historical Fiction,True
Breakfast of Champions,Kurt Vonnegut Jr.,Fiction,True
The BFG,"Roald Dahl, Quentin Blake (Illustrator)",Fantasy,True
Six of Crows,Leigh Bardugo (Goodreads Author),Fantasy,True
Harry Potter Series Box Set,J.K. Rowling,Fantasy,True
The Origin of Species,Charles Darwin,Science,True
A Fine Balance,Rohinton Mistry,Fiction,True
Daughter of Smoke & Bone,Laini Taylor (Goodreads Author),Fantasy,True
The Strange Case of Dr. Jekyll and Mr. Hyde,"Robert Louis Stevenson, Vladimir Nabokov (Introduction), Mervyn Peake (Illustrator), Théo Varlet (Translation), Patrick Horgan (Narrator), Dan Chaon (Goodreads Author) (Afterword)",Classics,True
City of Heavenly Fire,Cassandra Clare (Goodreads Author),Fantasy,True
Evermore,Alyson Noel (Goodreads Author),Young Adult,True
The Subtle Knife,Philip Pullman,Fantasy,True
Death of a Salesman,Arthur Miller,Plays,True
11/22/63,Stephen King (Goodreads Author),Fiction,True
The Plague,"Albert Camus, Stuart Gilbert (Translator)",Fiction,True
Midnight in the Garden of Good and Evil,John Berendt,Nonfiction,True
A Streetcar Named Desire,Tennessee Williams,Plays,True
Infinite Jest,David Foster Wallace,Fiction,True
The Prince,"Niccolò Machiavelli, Rufus Goodwin (Translator), Benjamin Martinez (Illustrator)",Classics,True
Hamlet,"William Shakespeare, Harold Bloom (Contributor), Rex Gibson (Editor)",Classics,True
"Faust, First Part","Johann Wolfgang von Goethe, Peter Salm (Translator)",Classics,True
Snow Flower and the Secret Fan,Lisa See (Goodreads Author),Historical Fiction,True
The Remains of the Day,Kazuo Ishiguro,Fiction,True
Anna and the French Kiss,Stephanie Perkins (Goodreads Author),Young Adult,True
A Feast for Crows,George R.R. Martin,Fantasy,True
The Angel Experiment,James Patterson (Goodreads Author),Young Adult,True
Miss Peregrine's Home for Peculiar Children,Ransom Riggs,Fantasy,True
Matched,Ally Condie (Goodreads Author),Young Adult,True
Flowers in the Attic,V.C. Andrews,Fiction,True
The Shipping News,Annie Proulx,Fiction,True
"Unbroken: A World War II Story of Survival, Resilience and Redemption",Laura Hillenbrand,Nonfiction,True
The Scarlet Pimpernel,Emmuska Orczy,Classics,True
Hopeless,Colleen Hoover (Goodreads Author),Romance,True
Jonathan Strange & Mr Norrell,Susanna Clarke,Fantasy,True
The Chosen,Chaim Potok,Fiction,True
High Fidelity,Nick Hornby,Fiction,True
"Blood Meridian, or the Evening Redness in the West",Cormac McCarthy,Fiction,True
All the Light We Cannot See,Anthony Doerr (Goodreads Author),Historical Fiction,True
Houdini Heart,Ki Longfellow (Goodreads Author),Horror,True
Artemis Fowl,Eoin Colfer,Fantasy,True
Pippi Longstocking,"Astrid Lindgren, Florence Lamborn (Translator), Louis S. Glanzman (Illustrator)",Classics,True
The Tales of Beedle the Bard,J.K. Rowling,Fantasy,True
The Virgin Suicides,Jeffrey Eugenides,Fiction,True
The Reader,"Bernhard Schlink, Carol Brown Janeway (Translator)",Fiction,True
Nineteen Minutes,Jodi Picoult (Goodreads Author),Fiction,True
The House of Hades,Rick Riordan (Goodreads Author),Fantasy,True
Shantaram,Gregory David Roberts,Fiction,True
"The Devil in the White City: Murder, Magic, and Madness at the Fair That Changed America",Erik Larson (Goodreads Author),Nonfiction,True
Redeeming Love,Francine Rivers (Goodreads Author),Christian Fiction,True
The Age of Innocence,"Edith Wharton, Maureen Howard (Introduction)",Classics,True
The Host,Stephenie Meyer,Young Adult,True
The Lost Symbol,Dan Brown (Goodreads Author),Fiction,True
Neuromancer,William Gibson,Science Fiction,True
Betrayed,"P.C. Cast (Goodreads Author), Kristin Cast (Goodreads Author)",Young Adult,True
Waiting for Godot,Samuel Beckett,Plays,True
The Grapes of Wrath,John Steinbeck,Classics,True
Northanger Abbey,"Jane Austen, Alfred J. Mac Adam (Introduction)",Classics,True
The Voyage of the Dawn Treader,"C.S. Lewis, Pauline Baynes (Illustrator)",Fantasy,True
Dubliners,"James Joyce, Jeri Johnson (Editor, Introduction and Notes)",Classics,True
Lover Awakened,J.R. Ward (Goodreads Author),Romance,True
War and Peace,"Leo Tolstoy, Henry Gifford (Editor), Aylmer Maude (Translator), Louise Maude (Translator), Vladimir Levstik (Translator)",Classics,True
A Court of Thorns and Roses,Sarah J. Maas (Goodreads Author),Fantasy,True
Divine Secrets of the Ya-Ya Sisterhood,Rebecca Wells (Goodreads Author),Fiction,True
The Waste Land,"T.S. Eliot, Michael North (Editor)",Poetry,True
Untamed,"P.C. Cast (Goodreads Author), Kristin Cast (Goodreads Author)",Young Adult,True
Everything Is Illuminated,Jonathan Safran Foer (Goodreads Author),Fiction,True
A Dance with Dragons,George R.R. Martin,Fantasy,True
Crown of Midnight,Sarah J. Maas (Goodreads Author),Fantasy,True
To the Lighthouse,Virginia Woolf,Classics,True
I Know Why the Caged Bird Sings,Maya Angelou,Nonfiction,True
"I, Robot",Isaac Asimov,Science Fiction,True
The Twilight Collection,Stephenie Meyer,Young Adult,True
The Pearl,John Steinbeck,Classics,True
The One,Kiera Cass (Goodreads Author),Young Adult,True
The Jungle,"Upton Sinclair, Earl Lee (Goodreads Author) (Foreword), Kathleen DeGrave (Introduction)",Classics,True
Carrie,Stephen King (Goodreads Author),Horror,True
Snow Falling on Cedars,David Guterson,Fiction,True
Voyager,Diana Gabaldon (Goodreads Author),Historical Fiction,True
"I, Claudius",Robert Graves,Historical Fiction,True
Heir of Fire,Sarah J. Maas (Goodreads Author),Fantasy,True
Me Talk Pretty One Day,David Sedaris,Nonfiction,True
Chosen,"P.C. Cast (Goodreads Author), Kristin Cast (Goodreads Author)",Young Adult,True
A Room with a View,E.M. Forster,Classics,True
Bleak House,"Charles Dickens, Nicola Bradbury (Annotations), Hablot Knight Browne (Illustrations)",Classics,True
The Republic,"Plato, Desmond Lee (Translator), Maria Helena da Rocha Pereira (Translator), Benjamin Jowett (Translator)",Philosophy,True
The Last Battle,C.S. Lewis,Fantasy,True
The Exorcist,William Peter Blatty,Horror,True
The Elephant Tree,R.D. Ronald,Thriller,True
Coraline,"Neil Gaiman (Goodreads Author), Dave McKean (illustrator)",Fantasy,True
Demian: Die Geschichte von Emil Sinclairs Jugend,"Hermann Hesse, Thomas Mann (Introduction)",Fiction,True
The 5th Wave,Rick Yancey,Young Adult,True
The Iron King,Julie Kagawa (Goodreads Author),Fantasy,True
Quantum Roots II: Worm Holes,Kyle Keyes,Drama,True
Aristotle and Dante Discover the Secrets of the Universe,Benjamin Alire Sáenz (Goodreads Author),Young Adult,True
The Arabian Nights,"Anonymous, Richard Francis Burton (Translator), A.S. Byatt (Introduction)",Classics,True
The Complete Poems of Emily Dickinson,"Emily Dickinson, Thomas H. Johnson (Editor)",Poetry,True
Torment,Lauren Kate (Goodreads Author),Young Adult,True
Bloodlines,Richelle Mead (Goodreads Author),Young Adult,True
Mistress Suffragette,Diana Forbes (Goodreads Author),Fiction,True
Vanity Fair,"William Makepeace Thackeray, John Carey (Editor/Introduction)",Classics,True
Wizard's First Rule,Terry Goodkind,Fantasy,True
North and South,Elizabeth Gaskell,Classics,True
Brideshead Revisited,Evelyn Waugh,Classics,True
The God Delusion,Richard Dawkins (Goodreads Author),Nonfiction,True
Pet Sematary,Stephen King (Goodreads Author),Horror,True
Of Human Bondage,"W. Somerset Maugham, Benjamin DeMott (Introduction), Maeve Binchy (Afterword)",Classics,True
Snow Crash,Neal Stephenson (Goodreads Author),Science Fiction,True
World War Z: An Oral History of the Zombie War,Max Brooks (Goodreads Author),Horror,True
A Great and Terrible Beauty,Libba Bray (Goodreads Author),Fantasy,True
Bared to You,Sylvia Day (Goodreads Author),Romance,True
The Witching Hour,Anne Rice,Horror,True
The War of the Worlds,"H.G. Wells, Arthur C. Clarke (Introduction)",Classics,True
The Summoning,Kelley Armstrong (Goodreads Author),Young Adult,True
"Cry, the Beloved Country",Alan Paton,Fiction,True
Johnny Got His Gun,Dalton Trumbo,Fiction,True
Chocolat,Joanne Harris (Goodreads Author),Fiction,True
Halfway to the Grave,Jeaniene Frost (Goodreads Author),Paranormal,True
Three Cups of Tea: One Man's Mission to Promote Peace ... One School at a Time,"Greg Mortenson (Goodreads Author), David Oliver Relin",Nonfiction,True
Perfect Chemistry,Simone Elkeles (Goodreads Author),Romance,True
Red Queen,Victoria Aveyard (Goodreads Author),Fantasy,True
City of Glass,Cassandra Clare (Goodreads Author),Fantasy,True
The Mortal Instruments Boxed Set: City of Bones; City of Ashes; City of Glass,Cassandra Clare (Goodreads Author),Fantasy,True
The Woman in White,"Wilkie Collins, Matthew Sweet (Annotations)",Classics,True
Angels & Demons,Dan Brown (Goodreads Author),Fiction,True
Just Listen,Sarah Dessen (Goodreads Author),Young Adult,True
2001: A Space Odyssey,Arthur C. Clarke,Science Fiction,True
The Truth About Forever,Sarah Dessen (Goodreads Author),Young Adult,True
A Discovery of Witches,Deborah Harkness (Goodreads Author),Fantasy,True
Unwind,Neal Shusterman (Goodreads Author),Young Adult,True
Trainspotting,Irvine Welsh,Fiction,True
Are You My Mother?,P.D. Eastman,Childrens,True
Cannery Row,John Steinbeck,Classics,True
Much Ado About Nothing,"William Shakespeare, Barbara A. Mowat (Editor), Paul Werstine (Editor), Robert Jackson (Editor), Gail Kern Paster (Contributor)",Classics,True
Swann's Way,"Marcel Proust, Lydia Davis (Translator)",Classics,True
Sarah's Key,Tatiana de Rosnay (Goodreads Author),Historical Fiction,True
The Polar Express,"Chris Van Allsburg, Liam Neeson (Narrator)",Picture Books,True
Acheron,Sherrilyn Kenyon (Goodreads Author),Paranormal Romance,True
Lady Chatterley's Lover,D.H. Lawrence,Classics,True
The Elite,Kiera Cass (Goodreads Author),Young Adult,True
Silence,Becca Fitzpatrick (Goodreads Author),Young Adult,True
Ishmael,Daniel Quinn,Fiction,True
Nine Stories,J.D. Salinger,Short Stories,True
The Unbecoming of Mara Dyer,Michelle Hodkin (Goodreads Author),Young Adult,True
The Return of the King,J.R.R. Tolkien,Fantasy,True
All the Bright Places,Jennifer Niven (Goodreads Author),Young Adult,True
Into Thin Air: A Personal Account of the Mount Everest Disaster,Jon Krakauer (Goodreads Author),Nonfiction,True
Far From the Madding Crowd,"Thomas Hardy, Rosemarie Morgan (Editor/Introduction), Shannon Russell (Editor/Introduction)",Classics,True
The Zombie Room,R.D. Ronald,Thriller,True
I Am Number Four,Pittacus Lore,Young Adult,True
Angelfall,Susan Ee (Goodreads Author),Fantasy,True
Dead to the World,Charlaine Harris (Goodreads Author),Fantasy,True
Persuasion,"Jane Austen, Deidre Shauna Lynch (Introduction), James Kinsley (Editor)",Classics,True
The Bronze Horseman,Paullina Simons,Historical Fiction,True
You Are Special,Max Lucado (Goodreads Author),Picture Books,True
Sabriel,Garth Nix (Goodreads Author),Fantasy,True
Cutting for Stone,Abraham Verghese (Goodreads Author),Fiction,True
Little House on the Prairie,"Laura Ingalls Wilder, Garth Williams (Illustrator)",Classics,True
Being and Time,Martin Heidegger,Philosophy,True
The Goose Girl,Shannon Hale (Goodreads Author),Fantasy,True
I Capture the Castle,Dodie Smith,Classics,True
The Last Lecture,Randy Pausch,Nonfiction,True
Ignite Me,Tahereh Mafi,Young Adult,True
The Glass Menagerie,"Tennessee Williams, Robert Bray (Introduction)",Plays,True
Twelfth Night,William Shakespeare,Classics,True
The Darkest Minds,Alexandra Bracken (Goodreads Author),Young Adult,True
Invisible Monsters,Chuck Palahniuk (Goodreads Author),Fiction,True
The Hours,Michael Cunningham (Goodreads Author),Fiction,True
Drums of Autumn,Diana Gabaldon (Goodreads Author),Historical Fiction,True
Wicked Lovely,Melissa Marr (Goodreads Author),Fantasy,True
P.S. I Love You,Cecelia Ahern,Romance,True
Queen of Shadows,Sarah J. Maas (Goodreads Author),Fantasy,True
Hunted,"P.C. Cast (Goodreads Author), Kristin Cast (Goodreads Author)",Young Adult,True
World Without End,Ken Follett (Goodreads Author),Historical Fiction,True
A Christmas Carol,"Charles Dickens, Joe L. Wheeler (Contributor)",Classics,True
The Merchant of Venice,"William Shakespeare, Robert Jackson (Editor), Barbara A. Mowat (Editor), Paul Werstine (Editor)",Classics,True
The Last Unicorn,Peter S. Beagle (Goodreads Author),Fantasy,True
Slammed,Colleen Hoover (Goodreads Author),Romance,True
Little House in the Big Woods,"Laura Ingalls Wilder, Garth Williams (Illustrator)",Classics,True
Hyperion,"Dan Simmons, Gary Ruddell (Illustrator)",Science Fiction,True
No Country for Old Men,Cormac McCarthy,Fiction,True
The Bean Trees,Barbara Kingsolver,Fiction,True
The Raven Boys,Maggie Stiefvater (Goodreads Author),Fantasy,True
The Bad Beginning,"Lemony Snicket (Goodreads Author), Brett Helquist (Illustrator)",Fiction,True
Cyrano de Bergerac,"Edmond Rostand, Eteel Lawson (Introduction), Lowell Bair (Translation)",Classics,True
Speaker for the Dead,Orson Scott Card,Science Fiction,True
The Westing Game,Ellen Raskin,Mystery,True
Interpreter of Maladies,Jhumpa Lahiri,Short Stories,True
The Red Pyramid,Rick Riordan (Goodreads Author),Fantasy,True
We Were Liars,E. Lockhart (Goodreads Author),Young Adult,True
The Goldfinch,Donna Tartt,Fiction,True
All the King's Men,Robert Penn Warren,Fiction,True
Julius Caesar,"William Shakespeare, Roma Gill",Classics,True
"Finding Hope in the Darkness of Grief: Spiritual Insights Expressed Through Art, Poetry and Prose",Diamante Lavendar (Goodreads Author),Contemporary,True
Anne of Avonlea,L.M. Montgomery,Classics,True
A Dog's Purpose,W. Bruce Cameron (Goodreads Author),Fiction,True
Peace Like a River,Leif Enger,Fiction,True
We Need to Talk About Kevin,Lionel Shriver (Goodreads Author),Fiction,True
The Silver Chair,"C.S. Lewis, Pauline Baynes (Illustrator)",Fantasy,True
A Monster Calls,Patrick Ness,Fantasy,True
The Wasp Factory,Iain Banks,Fiction,True
The Art of War,"Sun Tzu, Thomas Cleary (Translator), Pulat Otkan (Translator), Giray Fidan (Translator)",Nonfiction,True
Poison Study,Maria V. Snyder (Goodreads Author),Fantasy,True
Mythology,"Edith Hamilton, Steele Savage (Illustrator)",Mythology,True
The Two Towers,"J.R.R. Tolkien, Peter S. Beagle (Goodreads Author) (Introduction)",Fantasy,True
One Day in the Life of Ivan Denisovich,"Aleksandr Solzhenitsyn, H.T. Willetts (Translation)",Fiction,True
The Secret,Rhonda Byrne,Self Help,True
The Queen of the Damned,Anne Rice,Horror,True
Left Behind,"Tim LaHaye, Jerry B. Jenkins",Fiction,True
The Eyre Affair,Jasper Fforde (Goodreads Author),Fantasy,True
Inheritance,Christopher Paolini (Goodreads Author),Fantasy,True
Before I Fall,Lauren Oliver (Goodreads Author),Young Adult,True
The Talisman,"Stephen King (Goodreads Author), Peter Straub (Goodreads Author)",Horror,True
Where She Went,Gayle Forman (Goodreads Author),Young Adult,True
Prince Caspian,C.S. Lewis,Fantasy,True
The Memory Keeper's Daughter,Kim Edwards (Goodreads Author),Fiction,True
The Knife of Never Letting Go,Patrick Ness,Young Adult,True
Shadowfever,Karen Marie Moning (Goodreads Author),Urban Fantasy,True
Gone,Michael Grant (Goodreads Author),Young Adult,True
Native Son,Richard Wright,Fiction,True
Seabiscuit: An American Legend,Laura Hillenbrand,Nonfiction,True
The Blind Assassin,Margaret Atwood (Goodreads Author),Fiction,True
The Killer Angels,Michael Shaara,Historical Fiction,True
Foucault's Pendulum,"Umberto Eco, William Weaver (Translator)",Fiction,True
The Scorch Trials,James Dashner (Goodreads Author),Young Adult,True
Darkfever,Karen Marie Moning (Goodreads Author),Fantasy,True
The History of Love,Nicole Krauss,Fiction,True
If on a Winter's Night a Traveler,"Italo Calvino, William Weaver (Translator)",Fiction,True
